benchmark,category,requirement,requirement_id,service_name,name,policy_id,description,effects,github_link,github_version
CMMC L3,Recovery,Regularly perform and test data back-ups.,RE.2.137,SQL,Geo-redundant backup should be enabled for Azure Database for PostgreSQL,48af4db5-9b8b-401c-8e74-076be876a430,"Azure Database for PostgreSQL allows you to choose the redundancy option for your database server. It can be set to a geo-redundant backup storage in which the data is not only stored within the region in which your server is hosted, but is also replicated to a paired region to provide recovery option in case of a region failure. Configuring geo-redundant storage for backup is only allowed during server create.","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/GeoRedundant_DBForPostgreSQL_Audit.json,1.0.1
CMMC L3,Recovery,Regularly perform and test data back-ups.,RE.2.137,SQL,Long-term geo-redundant backup should be enabled for Azure SQL Databases,d38fc420-0735-4ef3-ac11-c806f651a570,This policy audits any Azure SQL Database with long-term geo-redundant backup not enabled.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/GeoRedundant_SQLDatabase_AuditIfNotExists.json,2.0.0
CMMC L3,Recovery,"Regularly perform complete, comprehensive and resilient data backups as organizationally-defined.",RE.3.139,Compute,Audit virtual machines without disaster recovery configured,0015ea4d-51ff-4ce3-8d8c-f3f8f0179a56,"Audit virtual machines which do not have disaster recovery configured. To learn more about disaster recovery, visit https://aka.ms/asr-doc .",auditIfNotExists,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Compute/RecoveryServices_DisasterRecovery_Audit.json,1.0.0
CMMC L3,Recovery,"Regularly perform complete, comprehensive and resilient data backups as organizationally-defined.",RE.3.139,Backup,Azure Backup should be enabled for Virtual Machines,013e242c-8828-4970-87b3-ab247555486d,Ensure protection of your Azure Virtual Machines by enabling Azure Backup. Azure Backup is a secure and cost effective data protection solution for Azure.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Backup/VirtualMachines_EnableAzureBackup_Audit.json,1.0.1
CMMC L3,Recovery,"Regularly perform complete, comprehensive and resilient data backups as organizationally-defined.",RE.3.139,SQL,Geo-redundant backup should be enabled for Azure Database for MariaDB,0ec47710-77ff-4a3d-9181-6aa50af424d0,"Azure Database for MariaDB allows you to choose the redundancy option for your database server. It can be set to a geo-redundant backup storage in which the data is not only stored within the region in which your server is hosted, but is also replicated to a paired region to provide recovery option in case of a region failure. Configuring geo-redundant storage for backup is only allowed during server create.","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/GeoRedundant_DBForMariaDB_Audit.json,1.0.1
CMMC L3,Recovery,"Regularly perform complete, comprehensive and resilient data backups as organizationally-defined.",RE.3.139,SQL,Geo-redundant backup should be enabled for Azure Database for MySQL,82339799-d096-41ae-8538-b108becf0970,"Azure Database for MySQL allows you to choose the redundancy option for your database server. It can be set to a geo-redundant backup storage in which the data is not only stored within the region in which your server is hosted, but is also replicated to a paired region to provide recovery option in case of a region failure. Configuring geo-redundant storage for backup is only allowed during server create.","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/GeoRedundant_DBForMySQL_Audit.json,1.0.1
CMMC L3,Recovery,"Regularly perform complete, comprehensive and resilient data backups as organizationally-defined.",RE.3.139,SQL,Geo-redundant backup should be enabled for Azure Database for PostgreSQL,48af4db5-9b8b-401c-8e74-076be876a430,"Azure Database for PostgreSQL allows you to choose the redundancy option for your database server. It can be set to a geo-redundant backup storage in which the data is not only stored within the region in which your server is hosted, but is also replicated to a paired region to provide recovery option in case of a region failure. Configuring geo-redundant storage for backup is only allowed during server create.","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/GeoRedundant_DBForPostgreSQL_Audit.json,1.0.1
CMMC L3,Recovery,"Regularly perform complete, comprehensive and resilient data backups as organizationally-defined.",RE.3.139,SQL,Long-term geo-redundant backup should be enabled for Azure SQL Databases,d38fc420-0735-4ef3-ac11-c806f651a570,This policy audits any Azure SQL Database with long-term geo-redundant backup not enabled.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/GeoRedundant_SQLDatabase_AuditIfNotExists.json,2.0.0
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,Security Center,A vulnerability assessment solution should be enabled on your virtual machines,501541f7-f7e7-4cd6-868c-4190fdad3ac9,"Audits virtual machines to detect whether they are running a supported vulnerability assessment solution. A core component of every cyber risk and security program is the identification and analysis of vulnerabilities. Azure Security Center's standard pricing tier includes vulnerability scanning for your virtual machines at no extra cost. Additionally, Security Center can automatically deploy this tool for you.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_ServerVulnerabilityAssessment_Audit.json,3.0.0
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,SQL,Advanced data security should be enabled on SQL Managed Instance,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9,Audit each SQL Managed Instance without advanced data security.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlManagedInstance_AdvancedDataSecurity_Audit.json,1.0.1
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,SQL,Advanced data security should be enabled on your SQL servers,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9,Audit SQL servers without Advanced Data Security,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlServer_AdvancedDataSecurity_Audit.json,2.0.0
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,Security Center,Azure Defender for App Service should be enabled,2913021d-f2fd-4f3d-b958-22354e2bdbcb,"Azure Defender for App Service leverages the scale of the cloud, and the visibility that Azure has as a cloud provider, to monitor for common web app attacks.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnAppServices_Audit.json,1.0.3
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,Security Center,Azure Defender for Azure SQL Database servers should be enabled,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedDataSecurityOnSqlServers_Audit.json,1.0.2
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,Security Center,Azure Defender for container registries should be enabled,c25d9a16-bc35-4e15-a7e5-9db606bf9ed4,"Azure Defender for container registries provides vulnerability scanning of any images pulled within the last 30 days, pushed to your registry, or imported, and exposes detailed findings per image.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnContainerRegistry_Audit.json,1.0.3
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,Security Center,Azure Defender for Key Vault should be enabled,0e6763cc-5078-4e64-889d-ff4d9a839047,Azure Defender for Key Vault provides an additional layer of protection and security intelligence by detecting unusual and potentially harmful attempts to access or exploit key vault accounts.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnKeyVaults_Audit.json,1.0.3
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,Security Center,Azure Defender for Kubernetes should be enabled,523b5cd1-3e23-492f-a539-13118b6d1e3a,Azure Defender for Kubernetes provides real-time threat protection for containerized environments and generates alerts for suspicious activities.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnKubernetesService_Audit.json,1.0.3
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,Security Center,Azure Defender for servers should be enabled,4da35fc9-c9e7-4960-aec9-797fe7d9051d,Azure Defender for servers provides real-time threat protection for server workloads and generates hardening recommendations as well as alerts about suspicious activities.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnVM_Audit.json,1.0.3
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,Security Center,Azure Defender for SQL servers on machines should be enabled,6581d072-105e-4418-827f-bd446d56421b,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedDataSecurityOnSqlServerVirtualMachines_Audit.json,1.0.2
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,Security Center,Azure Defender for Storage should be enabled,308fbb08-4ab8-4e67-9b29-592e93fb94fa,Azure Defender for Storage provides detections of unusual and potentially harmful attempts to access or exploit storage accounts.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnStorageAccounts_Audit.json,1.0.3
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,Security Center,Security Center standard pricing tier should be selected,a1181c5f-672a-477a-979a-7d58aa086233,"The standard pricing tier enables threat detection for networks and virtual machines, providing threat intelligence, anomaly detection, and behavior analytics in Azure Security Center","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_Standard_pricing_tier.json,1.0.0
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,SQL,Vulnerability Assessment settings for SQL server should contain an email address to receive scan reports,057d6cfe-9c4f-4a6d-bc60-14420ea1f1a9,Ensure that an email address is provided for the 'Send scan reports to' field in the Vulnerability Assessment settings. This email address receives scan result summary after a periodic scan runs on SQL servers.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlServer_VulnerabilityAssessmentEmails_Audit.json,2.0.0
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,SQL,Vulnerability assessment should be enabled on SQL Managed Instance,1b7aa243-30e4-4c9e-bca8-d0d3022b634a,"Audit each SQL Managed Instance which doesn't have recurring vulnerability assessment scans enabled. Vulnerability assessment can discover, track, and help you remediate potential database vulnerabilities.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/VulnerabilityAssessmentOnManagedInstance_Audit.json,1.0.1
CMMC L3,Risk Assessment,"Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.",RM.2.141,SQL,Vulnerability assessment should be enabled on your SQL servers,ef2a8f2a-b3d9-49cd-a8a8-9a3aaaf647d9,"Audit Azure SQL servers which do not have recurring vulnerability assessment scans enabled. Vulnerability assessment can discover, track, and help you remediate potential database vulnerabilities.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/VulnerabilityAssessmentOnServer_Audit.json,2.0.0
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,Security Center,A vulnerability assessment solution should be enabled on your virtual machines,501541f7-f7e7-4cd6-868c-4190fdad3ac9,"Audits virtual machines to detect whether they are running a supported vulnerability assessment solution. A core component of every cyber risk and security program is the identification and analysis of vulnerabilities. Azure Security Center's standard pricing tier includes vulnerability scanning for your virtual machines at no extra cost. Additionally, Security Center can automatically deploy this tool for you.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_ServerVulnerabilityAssessment_Audit.json,3.0.0
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,SQL,Advanced data security should be enabled on SQL Managed Instance,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9,Audit each SQL Managed Instance without advanced data security.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlManagedInstance_AdvancedDataSecurity_Audit.json,1.0.1
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,SQL,Advanced data security should be enabled on your SQL servers,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9,Audit SQL servers without Advanced Data Security,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlServer_AdvancedDataSecurity_Audit.json,2.0.0
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,Security Center,Azure Defender for App Service should be enabled,2913021d-f2fd-4f3d-b958-22354e2bdbcb,"Azure Defender for App Service leverages the scale of the cloud, and the visibility that Azure has as a cloud provider, to monitor for common web app attacks.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnAppServices_Audit.json,1.0.3
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,Security Center,Azure Defender for Azure SQL Database servers should be enabled,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedDataSecurityOnSqlServers_Audit.json,1.0.2
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,Security Center,Azure Defender for container registries should be enabled,c25d9a16-bc35-4e15-a7e5-9db606bf9ed4,"Azure Defender for container registries provides vulnerability scanning of any images pulled within the last 30 days, pushed to your registry, or imported, and exposes detailed findings per image.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnContainerRegistry_Audit.json,1.0.3
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,Security Center,Azure Defender for Key Vault should be enabled,0e6763cc-5078-4e64-889d-ff4d9a839047,Azure Defender for Key Vault provides an additional layer of protection and security intelligence by detecting unusual and potentially harmful attempts to access or exploit key vault accounts.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnKeyVaults_Audit.json,1.0.3
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,Security Center,Azure Defender for Kubernetes should be enabled,523b5cd1-3e23-492f-a539-13118b6d1e3a,Azure Defender for Kubernetes provides real-time threat protection for containerized environments and generates alerts for suspicious activities.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnKubernetesService_Audit.json,1.0.3
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,Security Center,Azure Defender for servers should be enabled,4da35fc9-c9e7-4960-aec9-797fe7d9051d,Azure Defender for servers provides real-time threat protection for server workloads and generates hardening recommendations as well as alerts about suspicious activities.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnVM_Audit.json,1.0.3
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,Security Center,Azure Defender for SQL servers on machines should be enabled,6581d072-105e-4418-827f-bd446d56421b,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedDataSecurityOnSqlServerVirtualMachines_Audit.json,1.0.2
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,Security Center,Azure Defender for Storage should be enabled,308fbb08-4ab8-4e67-9b29-592e93fb94fa,Azure Defender for Storage provides detections of unusual and potentially harmful attempts to access or exploit storage accounts.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnStorageAccounts_Audit.json,1.0.3
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,Security Center,Security Center standard pricing tier should be selected,a1181c5f-672a-477a-979a-7d58aa086233,"The standard pricing tier enables threat detection for networks and virtual machines, providing threat intelligence, anomaly detection, and behavior analytics in Azure Security Center","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_Standard_pricing_tier.json,1.0.0
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,SQL,Vulnerability Assessment settings for SQL server should contain an email address to receive scan reports,057d6cfe-9c4f-4a6d-bc60-14420ea1f1a9,Ensure that an email address is provided for the 'Send scan reports to' field in the Vulnerability Assessment settings. This email address receives scan result summary after a periodic scan runs on SQL servers.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlServer_VulnerabilityAssessmentEmails_Audit.json,2.0.0
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,SQL,Vulnerability assessment should be enabled on SQL Managed Instance,1b7aa243-30e4-4c9e-bca8-d0d3022b634a,"Audit each SQL Managed Instance which doesn't have recurring vulnerability assessment scans enabled. Vulnerability assessment can discover, track, and help you remediate potential database vulnerabilities.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/VulnerabilityAssessmentOnManagedInstance_Audit.json,1.0.1
CMMC L3,Risk Assessment,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,RM.2.142,SQL,Vulnerability assessment should be enabled on your SQL servers,ef2a8f2a-b3d9-49cd-a8a8-9a3aaaf647d9,"Audit Azure SQL servers which do not have recurring vulnerability assessment scans enabled. Vulnerability assessment can discover, track, and help you remediate potential database vulnerabilities.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/VulnerabilityAssessmentOnServer_Audit.json,2.0.0
CMMC L3,Risk Assessment,Remediate vulnerabilities in accordance with risk assessments.,RM.2.143,Security Center,A vulnerability assessment solution should be enabled on your virtual machines,501541f7-f7e7-4cd6-868c-4190fdad3ac9,"Audits virtual machines to detect whether they are running a supported vulnerability assessment solution. A core component of every cyber risk and security program is the identification and analysis of vulnerabilities. Azure Security Center's standard pricing tier includes vulnerability scanning for your virtual machines at no extra cost. Additionally, Security Center can automatically deploy this tool for you.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_ServerVulnerabilityAssessment_Audit.json,3.0.0
CMMC L3,Risk Assessment,Remediate vulnerabilities in accordance with risk assessments.,RM.2.143,SQL,Advanced data security should be enabled on SQL Managed Instance,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9,Audit each SQL Managed Instance without advanced data security.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlManagedInstance_AdvancedDataSecurity_Audit.json,1.0.1
CMMC L3,Risk Assessment,Remediate vulnerabilities in accordance with risk assessments.,RM.2.143,SQL,Advanced data security should be enabled on your SQL servers,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9,Audit SQL servers without Advanced Data Security,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlServer_AdvancedDataSecurity_Audit.json,2.0.0
CMMC L3,Risk Assessment,Remediate vulnerabilities in accordance with risk assessments.,RM.2.143,Security Center,Azure Defender for App Service should be enabled,2913021d-f2fd-4f3d-b958-22354e2bdbcb,"Azure Defender for App Service leverages the scale of the cloud, and the visibility that Azure has as a cloud provider, to monitor for common web app attacks.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnAppServices_Audit.json,1.0.3
CMMC L3,Risk Assessment,Remediate vulnerabilities in accordance with risk assessments.,RM.2.143,Security Center,Azure Defender for Azure SQL Database servers should be enabled,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedDataSecurityOnSqlServers_Audit.json,1.0.2
CMMC L3,Risk Assessment,Remediate vulnerabilities in accordance with risk assessments.,RM.2.143,Security Center,Azure Defender for container registries should be enabled,c25d9a16-bc35-4e15-a7e5-9db606bf9ed4,"Azure Defender for container registries provides vulnerability scanning of any images pulled within the last 30 days, pushed to your registry, or imported, and exposes detailed findings per image.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnContainerRegistry_Audit.json,1.0.3
CMMC L3,Risk Assessment,Remediate vulnerabilities in accordance with risk assessments.,RM.2.143,Security Center,Azure Defender for Key Vault should be enabled,0e6763cc-5078-4e64-889d-ff4d9a839047,Azure Defender for Key Vault provides an additional layer of protection and security intelligence by detecting unusual and potentially harmful attempts to access or exploit key vault accounts.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnKeyVaults_Audit.json,1.0.3
CMMC L3,Risk Assessment,Remediate vulnerabilities in accordance with risk assessments.,RM.2.143,Security Center,Azure Defender for Kubernetes should be enabled,523b5cd1-3e23-492f-a539-13118b6d1e3a,Azure Defender for Kubernetes provides real-time threat protection for containerized environments and generates alerts for suspicious activities.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnKubernetesService_Audit.json,1.0.3
CMMC L3,Risk Assessment,Remediate vulnerabilities in accordance with risk assessments.,RM.2.143,Security Center,Azure Defender for servers should be enabled,4da35fc9-c9e7-4960-aec9-797fe7d9051d,Azure Defender for servers provides real-time threat protection for server workloads and generates hardening recommendations as well as alerts about suspicious activities.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnVM_Audit.json,1.0.3
CMMC L3,Risk Assessment,Remediate vulnerabilities in accordance with risk assessments.,RM.2.143,Security Center,Azure Defender for SQL servers on machines should be enabled,6581d072-105e-4418-827f-bd446d56421b,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedDataSecurityOnSqlServerVirtualMachines_Audit.json,1.0.2
CMMC L3,Risk Assessment,Remediate vulnerabilities in accordance with risk assessments.,RM.2.143,Security Center,Azure Defender for Storage should be enabled,308fbb08-4ab8-4e67-9b29-592e93fb94fa,Azure Defender for Storage provides detections of unusual and potentially harmful attempts to access or exploit storage accounts.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableAdvancedThreatProtectionOnStorageAccounts_Audit.json,1.0.3
CMMC L3,Risk Assessment,Remediate vulnerabilities in accordance with risk assessments.,RM.2.143,Security Center,Kubernetes Services should be upgraded to a non-vulnerable Kubernetes version,fb893a29-21bb-418c-a157-e99480ec364c,"Upgrade your Kubernetes service cluster to a later Kubernetes version to protect against known vulnerabilities in your current Kubernetes version. Vulnerability CVE-2019-9946 has been patched in Kubernetes versions 1.11.9+, 1.12.7+, 1.13.5+, and 1.14.0+","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_UpgradeVersion_KubernetesService_Audit.json,1.0.2
